INFO     | 2018-05-30 09:34:03,132 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2018-05-30 09:34:03,146 | config     | Setting 'alignment' to 'uce-1547.nexus.phy'
INFO     | 2018-05-30 09:34:03,147 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2018-05-30 09:34:03,148 | parser     | You set 'models' to: GTR+G
INFO     | 2018-05-30 09:34:03,177 | model_load | This analysis will use the following 1 models of molecular evolution
INFO     | 2018-05-30 09:34:03,178 | model_load | GTR+G
INFO     | 2018-05-30 09:34:03,178 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2018-05-30 09:34:03,181 | config     | Setting 'search' to 'rclusterf'
INFO     | 2018-05-30 09:34:03,182 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2018-05-30 09:34:03,182 | config     | Looking for alignment file './uce-1547.nexus.phy'...
INFO     | 2018-05-30 09:34:03,182 | analysis   | Beginning Analysis
INFO     | 2018-05-30 09:34:03,330 | alignment  | Reading alignment file './uce-1547.nexus.phy'
INFO     | 2018-05-30 09:34:03,408 | analysis   | Starting tree will be estimated from the data.
INFO     | 2018-05-30 09:34:03,413 | raxml      | Making MP tree for ./analysis/start_tree/filtered_source.phy
INFO     | 2018-05-30 09:34:03,805 | raxml      | Topology estimation finished
INFO     | 2018-05-30 09:34:03,836 | raxml      | Estimating GTR+G branch lengths on tree using RAxML
INFO     | 2018-05-30 09:34:04,172 | raxml      | Branchlength estimation finished
INFO     | 2018-05-30 09:34:04,174 | analysis_m | Performing relaxed clustering analysis
INFO     | 2018-05-30 09:34:04,175 | analysis_m |    PartitionFinder will have to analyse 7 subsets to complete this analyses
INFO     | 2018-05-30 09:34:04,175 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2018-05-30 09:34:04,822 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2018-05-30 09:34:05,562 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2018-05-30 09:34:06,447 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2018-05-30 09:34:06,540 | analysis_m |    *** Relaxed clustering algorithm step 1 of up to 2 ***
INFO     | 2018-05-30 09:34:06,541 | analysis_m |       Measuring the similarity of 3 subset pairs
INFO     | 2018-05-30 09:34:06,542 | analysis_m |       Choosing the 1 most similar subset pairs
INFO     | 2018-05-30 09:34:06,543 | analysis_m |       Analysing 1 new subset pairs
INFO     | 2018-05-30 09:34:07,252 | progress   |       Finished subset 1/1, 100.00 percent done
